CASE;QUESTNNR;MODE;SD01;SD02;SD03_01;SD06;SD07;SD08;SD09;CM01;CM02;CM03;CM04;CM05;CM06;CM07;CM08;CM09;CM10;CM11;CM12;CM13;CM14;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME_SUM;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME;type
1614;TCM-Survey;interview;2;1;23;4;1;5;1;1;1;2;3;3;6;3;3;1;2;1;1;1;2;3;6;20;59;12;17;30;147;1;0;7;7;0;0;1,71;53;2
1615;TCM-Survey;interview;1;1;40;5;1;9;1;1;1;5;2;1;7;5;2;1;1;3;3;1;5;24;9;37;93;34;45;63;305;1;0;7;7;0;0;0,74;1;2
1616;TCM-Survey;interview;2;1;36;6;1;8;2;1;1;4;1;1;4;4;5;1;1;5;5;1;2;16;5;26;32;14;14;38;145;1;0;7;7;0;0;1,48;24;2
1618;TCM-Survey;interview;1;1;47;7;1;6;1;1;1;2;2;1;3;4;4;1;1;3;3;1;2;28;11;30;66;36;81;58;310;1;0;7;7;0;0;0,73;1;2
1622;TCM-Survey;interview;2;2;22;4;6;3;2;1;2;1;2;2;4;1;1;1;2;1;2;2;1;11;9;40;35;18;19;68;200;1;0;7;7;0;0;1,14;10;2
1623;TCM-Survey;interview;2;1;33;6;1;6;2;1;1;3;3;2;4;3;5;1;1;5;5;1;1;17;10;23;27;11;16;21;125;1;0;7;7;0;0;1,56;28;2
1625;TCM-Survey;interview;2;1;24;4;1;3;1;1;2;1;4;4;5;1;1;1;1;1;2;2;1;11;7;56;152;16;21;20;283;1;0;7;7;0;0;1,23;19;2
1626;TCM-Survey;interview;2;1;22;2;1;3;1;1;4;1;2;2;8;1;1;2;2;1;4;2;1;13;8;40;44;45;16;45;211;1;0;7;7;4;4;1,07;8;2
1627;TCM-Survey;interview;2;2;25;4;1;8;1;1;2;1;4;1;5;1;1;2;2;1;1;2;1;18;9;22;22;15;18;62;166;1;0;7;7;0;0;1,33;19;2
1629;TCM-Survey;interview;2;1;30;7;1;8;2;1;1;2;4;4;4;2;2;2;2;1;1;1;2;19;8;37;54;16;22;65;221;1;0;7;7;0;0;1,01;5;2
1630;TCM-Survey;interview;2;1;55;7;1;11;1;1;1;1;1;1;5;1;1;1;2;1;1;1;1;7;8;41;45;15;28;77;221;1;0;7;7;0;0;1,19;14;2
1632;TCM-Survey;interview;2;1;37;3;1;5;1;1;1;2;3;2;6;4;4;1;1;1;2;1;1;16;14;45;56;25;35;57;248;1;0;7;7;0;0;0,82;0;2
1637;TCM-Survey;interview;2;1;45;4;3;5;2;1;1;2;3;1;7;3;2;1;2;1;1;1;2;7;9;27;38;15;25;28;149;1;0;7;7;0;0;1,43;21;2
1638;TCM-Survey;interview;2;1;35;4;1;5;2;1;1;1;2;2;8;1;1;1;1;4;5;1;2;14;9;37;28;27;17;44;176;1;0;7;7;0;0;1,18;11;2
1641;TCM-Survey;interview;2;1;40;4;1;4;2;1;1;4;2;1;4;3;3;1;1;3;3;1;2;22;11;37;55;21;24;55;225;1;0;7;7;0;0;0,9;0;2
1643;TCM-Survey;interview;2;1;37;8;1;12;2;1;2;1;7;3;5;1;1;2;2;1;1;1;2;20;9;22;29;14;29;29;152;1;0;7;7;0;0;1,3;18;2
1644;TCM-Survey;interview;2;1;23;5;6;2;2;1;2;1;4;7;4;1;1;2;2;2;3;2;1;31;14;35;41;23;21;28;193;1;0;7;7;0;0;1,02;8;2
1645;TCM-Survey;interview;2;1;32;7;1;11;2;1;2;1;7;1;1;1;1;1;1;5;5;1;1;18;6;32;39;20;27;63;205;1;0;7;7;0;0;1,08;7;2
1646;TCM-Survey;interview;2;1;30;5;1;7;1;1;1;2;2;3;5;1;1;1;1;4;5;1;1;18;7;40;34;17;20;40;176;1;0;7;7;4;3;1,18;10;2
1647;TCM-Survey;interview;2;1;32;7;1;7;2;1;2;1;4;4;7;1;1;2;2;1;1;2;1;13;8;29;25;13;23;31;142;1;0;7;7;0;0;1,4;20;2
1648;TCM-Survey;interview;2;1;43;7;1;10;1;1;1;3;2;1;7;4;2;1;1;5;5;1;2;15;8;22;33;15;16;22;131;1;0;7;7;0;0;1,49;24;2
1654;TCM-Survey;interview;2;1;25;5;6;1;2;1;2;1;5;4;3;1;1;2;2;1;1;2;1;12;12;31;67;31;26;95;274;1;0;7;7;0;0;0,88;4;2
1656;TCM-Survey;interview;5;1;21;4;6;3;2;1;2;1;3;2;2;1;1;1;1;1;1;2;1;11;8;22;24;16;19;27;127;1;0;7;7;0;0;1,52;26;2
1658;TCM-Survey;interview;1;2;25;6;1;7;2;1;2;1;5;4;4;1;1;2;2;1;2;2;1;29;8;38;34;17;23;45;194;1;0;7;7;0;0;1,07;7;2
1660;TCM-Survey;interview;2;1;30;3;4;12;2;1;1;2;2;1;3;2;2;1;1;1;2;1;1;21;11;119;38;20;19;51;279;1;0;7;7;0;0;0,93;4;2
1661;TCM-Survey;interview;2;1;24;4;1;6;1;1;1;2;1;1;3;5;6;1;1;4;5;1;2;63;18;47;169;50;84;72;503;1;0;7;7;4;3;0,46;0;2
1662;TCM-Survey;interview;1;1;46;5;1;7;1;1;1;4;1;3;2;4;4;1;1;3;3;1;1;17;12;60;57;31;34;77;288;1;0;7;7;0;0;0,74;0;2
1663;TCM-Survey;interview;2;1;36;7;1;12;2;1;1;7;2;1;8;9;7;2;1;1;1;1;2;9;6;28;31;18;15;53;160;1;0;7;7;0;0;1,42;22;2
1667;TCM-Survey;interview;5;-9;46;5;1;12;-9;1;2;1;5;5;4;1;1;2;2;1;1;2;1;29;9;38;46;20;37;35;214;1;0;7;7;12;12;0,95;4;2
1668;TCM-Survey;interview;2;1;46;5;1;7;1;1;1;1;2;1;4;1;1;1;1;1;1;1;1;32;18;61;75;20;32;54;292;1;0;7;7;0;0;0,7;0;2
1669;TCM-Survey;interview;1;1;71;4;3;7;2;1;1;2;1;1;3;4;2;1;1;2;2;2;1;16;10;35;46;23;32;34;196;1;0;7;7;4;3;1,01;3;2
1672;TCM-Survey;interview;2;1;36;7;1;8;1;1;2;1;7;1;3;1;1;1;1;4;5;1;1;19;7;23;34;31;21;42;177;1;0;7;7;0;0;1,17;12;2
1674;TCM-Survey;interview;2;1;30;6;1;6;2;1;2;1;2;2;6;1;1;1;1;5;5;1;2;33;10;34;40;19;25;49;210;1;0;7;7;0;0;0,97;2;2
1675;TCM-Survey;interview;1;1;28;3;1;4;2;1;1;2;2;1;2;2;2;1;1;4;5;1;1;21;10;50;57;28;40;57;263;1;0;7;7;0;0;0,78;0;2
1676;TCM-Survey;interview;2;1;38;4;1;5;2;2;3;1;7;7;3;1;1;1;1;5;5;2;1;13;10;21;32;14;31;35;156;1;0;7;7;0;0;1,29;16;2
1677;TCM-Survey;interview;2;1;33;7;1;5;2;1;2;1;2;2;3;1;1;1;4;3;5;2;1;9;5;19;37;17;18;41;146;1;0;7;7;0;0;1,53;26;2
1679;TCM-Survey;interview;5;1;56;7;1;5;1;1;1;2;1;1;4;1;1;1;1;3;1;1;2;31;10;38;53;29;31;47;239;1;0;7;7;0;0;0,84;0;2
1680;TCM-Survey;interview;2;1;28;3;1;5;2;1;2;1;1;1;2;1;1;1;1;5;5;1;2;43;11;41;50;21;28;57;251;1;0;7;7;0;0;0,83;0;2
1681;TCM-Survey;interview;5;2;39;7;1;9;2;1;1;2;1;1;7;7;6;1;1;5;5;1;5;14;10;32;32;30;21;40;179;1;0;7;7;0;0;1,12;8;2
1682;TCM-Survey;interview;2;1;19;4;6;2;2;1;2;1;2;1;7;1;1;1;2;1;3;2;1;8;9;36;40;19;16;39;167;1;0;7;7;0;0;1,3;15;2
1683;TCM-Survey;interview;2;2;22;4;6;12;2;1;2;1;3;3;3;1;1;1;2;1;1;2;1;27;10;49;276;19;35;74;490;1;0;7;7;0;0;0,7;0;2
1684;TCM-Survey;interview;2;2;21;3;1;4;1;1;1;3;2;1;7;2;2;2;2;3;5;2;1;6;8;32;38;23;16;45;168;1;0;7;7;4;4;1,4;21;2
1685;TCM-Survey;interview;2;1;26;6;1;6;2;1;2;1;7;4;5;1;1;2;2;1;3;2;1;31;11;71;116;18;40;30;317;1;0;7;7;0;0;0,8;5;2
1686;TCM-Survey;interview;1;1;31;3;1;12;2;1;1;2;2;2;6;4;3;1;1;1;1;2;1;27;9;33;53;16;16;65;219;1;0;7;7;4;4;1,03;7;2
1687;TCM-Survey;interview;2;2;20;4;6;3;2;1;2;1;5;4;4;1;1;2;2;1;1;2;1;30;20;64;61;18;17;164;374;1;0;7;7;4;4;0,75;4;2
1688;TCM-Survey;interview;2;1;47;5;1;6;1;1;1;5;1;1;1;7;5;1;1;1;1;2;1;21;18;40;56;61;27;152;375;1;0;7;7;4;3;0,66;0;2
1689;TCM-Survey;interview;5;1;40;7;1;6;2;1;1;1;3;3;4;1;1;2;1;1;2;1;1;28;9;32;56;15;39;42;221;1;0;7;7;0;0;0,96;5;2
1691;TCM-Survey;interview;2;1;41;7;1;7;2;1;2;1;5;4;6;1;1;2;1;1;1;1;1;25;9;28;52;18;24;64;220;1;0;7;7;0;0;0,98;4;2
1692;TCM-Survey;interview;2;1;35;6;1;6;2;1;1;5;1;1;2;7;6;1;2;3;1;1;3;32;11;57;171;66;41;189;567;1;0;7;7;0;0;0,5;0;2
1694;TCM-Survey;interview;1;2;56;7;1;7;1;-9;1;4;2;1;7;5;4;1;2;3;4;1;4;4;10;55;72;29;39;45;254;1;0;7;7;4;4;1,1;22;2
1695;TCM-Survey;interview;1;1;42;7;1;4;2;1;1;1;5;5;2;1;1;2;2;1;1;1;1;20;9;36;39;16;22;68;210;1;0;7;7;0;0;1,03;5;2
1698;TCM-Survey;interview;4;1;22;4;6;1;1;1;1;2;3;4;4;2;2;1;2;1;1;2;1;9;8;20;30;11;19;16;113;1;0;7;7;0;0;1,78;39;2
1699;TCM-Survey;interview;2;1;38;6;1;12;1;1;1;2;1;1;5;2;2;1;2;2;2;1;2;15;11;36;67;25;27;210;391;1;0;7;7;0;0;0,81;0;2
1700;TCM-Survey;interview;2;1;30;6;5;5;2;1;2;1;5;5;2;1;1;2;2;1;1;2;1;8;5;22;28;13;23;42;141;1;0;7;7;0;0;1,59;29;2
1701;TCM-Survey;interview;5;2;24;6;6;1;2;1;2;1;3;2;2;1;1;1;2;1;2;2;1;15;13;114;31;10;20;19;222;1;0;7;7;0;0;1,34;24;2
1702;TCM-Survey;interview;1;2;57;7;1;6;1;1;2;1;5;5;4;1;1;2;2;1;1;2;1;26;13;82;66;29;46;46;308;1;0;7;7;4;3;0,69;0;2
1703;TCM-Survey;interview;5;1;37;7;1;5;2;1;1;5;1;1;3;3;4;1;1;2;3;1;2;34;11;36;97;30;24;71;303;1;0;7;7;0;0;0,75;0;2
1704;TCM-Survey;interview;2;1;36;7;1;5;2;1;1;2;2;2;7;3;2;1;1;4;4;1;3;13;6;23;40;15;14;20;131;1;0;7;7;0;0;1,59;29;2
1706;TCM-Survey;interview;1;1;54;6;1;8;1;1;2;1;3;3;5;1;1;1;2;1;2;1;1;9;9;28;42;20;45;44;197;1;0;7;7;0;0;1,13;10;2
1707;TCM-Survey;interview;2;1;46;5;1;6;1;1;2;1;5;5;3;1;1;2;2;1;1;2;1;6;14;40;44;16;27;64;211;1;0;7;7;0;0;1,18;15;2
1708;TCM-Survey;interview;2;1;25;6;1;8;1;1;2;1;5;4;6;1;1;2;2;1;1;2;1;9;7;27;69;13;33;36;194;1;0;7;7;0;0;1,26;17;2
1711;TCM-Survey;interview;2;1;44;2;1;12;2;2;2;7;7;7;3;9;7;4;2;3;3;1;2;26;16;49;37;25;39;50;242;1;0;7;7;0;0;0,81;2;2
1714;TCM-Survey;interview;-9;-9;;-9;-9;-9;-9;1;2;4;7;3;-9;5;2;3;3;4;2;2;3;66;5;24;18;16;15;21;165;1;0;7;7;44;44;1,65;38;2
1715;TCM-Survey;interview;2;1;47;3;1;5;1;1;1;2;1;1;4;3;2;1;2;4;5;1;2;19;10;74;172;46;27;75;423;1;0;7;7;0;0;0,66;0;2
1718;TCM-Survey;interview;2;1;28;5;1;6;2;1;2;1;3;2;4;1;1;2;2;1;4;2;1;24;8;28;34;19;21;33;167;1;0;7;7;0;0;1,18;12;2
1721;TCM-Survey;interview;2;1;36;5;1;6;2;1;1;2;2;1;1;2;7;1;1;5;5;1;2;19;9;31;104;16;19;37;235;1;0;7;7;0;0;1,06;8;2
1722;TCM-Survey;interview;2;1;33;4;1;7;1;1;2;1;3;3;6;1;1;2;1;1;1;2;1;11;10;32;43;16;19;25;156;1;0;7;7;0;0;1,3;15;2
1723;TCM-Survey;interview;2;1;30;4;6;12;2;1;1;5;2;1;8;9;7;2;2;3;3;2;1;9;5;42;39;17;27;50;189;1;0;7;7;0;0;1,27;16;2
1724;TCM-Survey;interview;1;1;58;4;4;12;1;1;1;4;1;1;8;7;7;1;1;1;1;1;4;15;18;53;67;21;40;107;321;1;0;7;7;0;0;0,72;0;2
1726;TCM-Survey;interview;2;1;28;6;1;6;2;2;2;6;6;4;5;8;8;2;2;1;1;2;1;8;7;40;32;13;23;36;159;1;0;7;7;0;0;1,39;20;2
1728;TCM-Survey;interview;2;2;48;5;1;7;2;2;3;1;7;7;4;8;8;2;2;1;2;2;1;9;6;24;35;13;16;57;160;1;0;7;7;0;0;1,46;25;2
1729;TCM-Survey;interview;2;2;20;4;6;1;2;1;2;1;4;4;8;1;1;2;2;1;1;2;1;4;7;26;24;14;15;29;119;1;0;7;7;0;0;1,79;47;2
1730;TCM-Survey;interview;2;2;30;6;1;6;2;1;2;1;3;3;4;1;1;2;2;1;1;2;1;25;11;34;38;18;22;45;193;1;0;7;7;0;0;1,02;4;2
1731;TCM-Survey;interview;1;1;60 Jahre;2;1;6;1;1;1;2;2;1;2;2;2;1;1;1;1;1;1;275;19;47;55;240;56;55;268;1;0;7;7;0;0;0,52;0;2
1733;TCM-Survey;interview;2;1;48;-9;1;8;1;1;1;3;2;2;5;5;3;1;2;1;1;1;4;24;7;34;50;22;22;50;209;1;0;7;7;4;4;1,01;4;2
1736;TCM-Survey;interview;3;2;28;6;6;5;2;1;2;1;3;1;3;1;1;2;2;1;1;1;1;11;6;39;31;14;19;35;155;1;0;7;7;0;0;1,38;20;2
1737;TCM-Survey;interview;2;1;52;5;1;6;1;-9;2;1;1;1;2;4;2;1;1;5;5;1;2;18;13;38;52;22;28;51;222;1;0;7;7;4;4;0,89;0;2
1739;TCM-Survey;interview;2;1;46;8;1;11;2;1;2;1;7;3;3;1;1;2;2;1;1;1;1;5;8;31;20;13;18;15;110;1;0;7;7;0;0;1,97;50;2
1740;TCM-Survey;interview;2;2;35;7;1;6;2;1;1;2;3;2;4;2;2;1;2;1;2;2;1;25;8;40;41;21;33;56;224;1;0;7;7;0;0;0,93;3;2
1741;TCM-Survey;interview;5;2;40;7;1;8;2;1;1;5;2;4;3;6;6;1;1;3;2;1;5;186;8;45;44;15;23;32;183;1;0;7;7;0;0;1,02;9;2
1743;TCM-Survey;interview;2;1;28;3;1;4;2;1;2;1;7;1;1;1;1;1;1;5;5;2;1;21;9;28;26;15;19;50;168;1;0;7;7;0;0;1,23;14;2
1746;TCM-Survey;interview;2;2;22;5;6;1;2;1;2;1;4;4;2;1;1;2;2;1;1;2;1;25;6;22;22;11;15;23;124;1;0;7;7;0;0;1,67;36;2
1748;TCM-Survey;interview;2;1;40;7;1;6;1;1;2;1;4;4;4;1;1;2;2;1;1;2;1;13;7;24;28;11;19;23;125;1;0;7;7;0;0;1,58;29;2
1750;TCM-Survey;interview;2;1;45;3;1;5;2;1;1;3;1;1;1;4;4;1;1;5;5;1;1;16;13;37;56;27;28;65;242;1;0;7;7;0;0;0,85;0;2
1751;TCM-Survey;interview;2;1;46;8;1;7;1;1;2;1;5;5;8;1;1;2;2;1;1;1;2;13;8;31;32;15;23;34;156;1;0;7;7;4;3;1,28;14;2
1752;TCM-Survey;interview;2;1;25;6;1;3;1;1;2;1;5;3;5;1;1;1;2;1;1;2;1;12;8;40;44;16;15;37;172;1;0;7;7;0;0;1,25;13;2
1753;TCM-Survey;interview;5;1;58;2;1;4;2;1;2;1;1;2;1;1;1;1;1;4;5;2;1;29;11;42;34;33;31;62;242;1;0;7;7;0;0;0,84;3;2
1754;TCM-Survey;interview;2;1;41;3;2;4;1;1;2;1;5;5;4;1;1;2;2;1;1;2;1;1499;10;27;41;18;21;55;188;1;0;7;7;0;0;0,95;6;2
1759;TCM-Survey;interview;2;1;70;4;4;12;1;1;2;1;4;3;3;1;1;1;1;1;3;2;1;19;10;40;53;15;22;77;236;1;0;7;7;0;0;0,96;3;2
1760;TCM-Survey;interview;2;1;53;6;1;7;1;1;1;5;1;1;2;6;6;2;2;3;3;1;5;32;17;43;90;26;29;52;289;1;0;7;7;0;0;0,71;0;2
1761;TCM-Survey;interview;2;1;34;4;4;4;2;2;2;1;1;1;3;1;1;1;1;5;5;1;1;13;8;22;43;17;27;47;177;1;0;7;7;0;0;1,19;10;2
1762;TCM-Survey;interview;2;2;28;5;1;6;1;1;2;1;5;5;3;1;1;2;2;1;1;2;1;12;8;31;25;13;21;49;159;1;0;7;7;0;0;1,34;17;2
1766;TCM-Survey;interview;2;1;35;5;1;6;2;1;1;7;7;1;4;1;1;1;1;2;2;1;1;19;16;56;66;18;20;40;235;1;0;7;7;4;4;0,91;4;2
1768;TCM-Survey;interview;1;1;45;3;1;5;2;1;1;2;1;1;2;2;2;1;1;5;5;1;2;26;11;31;58;22;31;51;230;1;0;7;7;4;3;0,88;1;2
1770;TCM-Survey;interview;2;2;30;4;1;9;1;1;2;1;7;4;7;1;1;2;2;1;3;2;1;10;25;55;56;22;30;42;240;1;0;7;7;0;0;0,91;5;2
1771;TCM-Survey;interview;2;1;40;8;5;12;1;1;1;5;1;1;5;4;3;1;1;1;1;1;2;16;9;70;121;25;25;138;404;1;0;7;7;0;0;0,74;1;2
1772;TCM-Survey;interview;2;1;43;6;1;5;2;1;2;1;5;4;3;1;1;2;2;1;3;2;1;21;8;41;35;22;33;71;231;1;0;7;7;0;0;0,94;5;2
1774;TCM-Survey;interview;2;2;49;6;1;7;2;1;1;2;1;1;3;3;2;1;1;5;5;1;2;7;11;55;36;24;30;34;197;1;0;7;7;0;0;1,18;14;2
1775;TCM-Survey;interview;2;1;28;4;6;5;1;1;2;1;4;2;4;1;1;2;2;1;2;2;1;5;10;59;33;19;16;32;174;1;0;7;7;0;0;1,45;27;2
1776;TCM-Survey;interview;2;1;33;6;4;1;2;1;1;1;4;2;1;1;1;2;2;1;1;1;2;23;5;34;26;16;20;48;172;1;0;7;7;0;0;1,3;17;2
1778;TCM-Survey;interview;2;1;29;7;1;7;1;1;1;2;3;2;5;2;2;1;4;1;1;2;1;15;9;60;75;36;22;40;257;1;0;7;7;4;4;0,9;3;2
1781;TCM-Survey;interview;2;1;54;6;1;7;2;1;2;1;1;2;5;1;1;1;1;3;3;1;2;18;11;38;41;21;29;53;211;1;0;7;7;0;0;0,95;1;2
1783;TCM-Survey;interview;2;1;19;4;6;2;1;1;1;3;2;1;4;2;2;1;2;1;1;2;1;9;9;27;45;16;19;50;175;1;0;7;7;0;0;1,26;13;2
1784;TCM-Survey;interview;3;1;38;5;1;5;2;1;1;3;2;1;3;3;2;1;1;1;1;1;2;10;11;40;31;13;25;46;176;1;0;7;7;0;0;1,22;12;2
1786;TCM-Survey;interview;2;1;60;7;1;12;2;1;1;3;1;2;1;3;5;1;1;2;2;2;1;20;35;65;111;54;48;83;416;1;0;7;7;0;0;0,5;0;2
1787;TCM-Survey;interview;2;1;37;5;1;7;1;1;1;2;2;1;4;4;4;1;1;1;2;1;2;15;9;42;70;23;28;95;282;1;0;7;7;0;0;0,85;1;2
1788;TCM-Survey;interview;2;1;32;7;1;6;1;1;1;4;1;1;1;6;6;1;4;1;1;1;4;11;9;28;47;17;24;34;170;1;0;7;7;0;0;1,21;10;2
1789;TCM-Survey;interview;2;2;45;6;2;5;1;1;2;1;3;2;3;1;1;2;2;1;3;2;1;20;8;32;39;19;30;36;184;1;0;7;7;0;0;1,09;7;2
1790;TCM-Survey;interview;2;1;31;4;1;7;2;1;1;2;1;1;8;9;7;1;1;5;5;1;2;7;13;37;47;20;28;77;229;1;0;7;7;0;0;1,08;9;2
1791;TCM-Survey;interview;2;2;23;6;6;1;2;1;2;1;5;2;3;1;1;2;2;1;1;2;1;52;14;37;37;12;23;32;207;1;0;7;7;0;0;1,07;11;2
1792;TCM-Survey;interview;2;1;57;8;1;12;1;1;2;1;5;5;7;1;1;2;2;1;2;2;1;16;9;107;25;13;29;25;224;1;0;7;7;0;0;1,24;17;2
1796;TCM-Survey;interview;1;1;Sechzig;3;3;7;1;1;1;3;3;1;7;7;7;1;2;1;1;2;1;22;19;57;93;25;41;60;317;1;0;7;7;0;0;0,66;0;2
1797;TCM-Survey;interview;1;2;68;3;3;7;1;1;1;5;1;1;1;7;6;1;2;1;1;1;5;12;28;38;107;30;65;62;342;1;0;7;7;0;0;0,7;2;2
1798;TCM-Survey;interview;2;1;27;6;1;5;2;1;2;1;4;2;3;1;1;2;2;1;2;2;1;22;8;25;28;13;20;41;157;1;0;7;7;0;0;1,3;17;2
1801;TCM-Survey;interview;1;1;55;3;1;11;2;-9;1;5;1;1;1;7;6;2;2;1;4;1;5;24;13;53;77;33;62;79;341;1;0;7;7;7;6;0,62;0;2
1802;TCM-Survey;interview;2;2;66;4;3;8;2;1;1;5;2;1;4;4;6;1;1;3;3;1;2;9;10;42;46;22;30;42;201;1;0;7;7;0;0;1,08;7;2
1803;TCM-Survey;interview;2;1;67;7;3;-9;2;1;1;2;1;1;6;4;3;1;1;3;4;1;2;20;9;30;40;23;31;35;188;1;0;7;7;4;4;1,05;6;2
1804;TCM-Survey;interview;5;2;37;7;1;7;1;1;2;1;5;5;6;1;1;2;2;1;2;2;1;13;5;28;34;13;22;36;151;1;0;7;7;0;0;1,42;21;2
1806;TCM-Survey;interview;2;1;18;5;6;1;2;1;2;1;4;4;6;1;1;1;2;2;3;2;1;26;12;46;53;34;27;52;250;1;0;7;7;0;0;0,79;0;2
1807;TCM-Survey;interview;1;1;39;4;1;12;2;1;1;4;2;1;4;4;7;1;1;1;1;1;1;21;8;48;54;20;20;37;208;1;0;7;7;0;0;1,02;5;2
1808;TCM-Survey;interview;2;1;36;5;1;6;2;1;2;1;2;2;3;1;1;1;1;5;5;1;1;22;9;32;34;21;19;29;166;1;0;7;7;4;4;1,18;11;2
1809;TCM-Survey;interview;2;1;23;4;6;1;1;1;1;2;1;1;5;2;2;1;1;1;1;2;1;19;10;43;107;23;31;42;275;1;0;7;7;0;0;0,84;1;2
1810;TCM-Survey;interview;2;1;41;3;1;5;2;1;1;3;3;1;4;3;2;1;1;1;2;2;1;13;10;42;56;17;21;48;207;1;0;7;7;0;0;1,04;4;2
1811;TCM-Survey;interview;2;1;21;4;6;3;1;1;2;1;5;5;4;1;1;1;2;1;1;2;1;19;8;37;36;12;20;46;178;1;0;7;7;0;0;1,19;11;2
1815;TCM-Survey;interview;2;1;24;6;6;4;1;1;2;7;2;1;7;1;1;1;2;1;2;2;1;4;4;17;50;12;14;42;143;1;0;7;7;0;0;1,88;51;2
1816;TCM-Survey;interview;2;1;50;7;1;12;2;1;2;1;7;7;4;1;1;2;2;1;3;1;1;13;11;68;55;27;47;46;267;1;0;7;7;0;0;0,83;2;2
1818;TCM-Survey;interview;2;2;24;4;1;4;2;1;2;1;4;4;3;1;1;2;2;1;1;2;1;39;10;52;60;15;20;47;243;1;0;7;7;0;0;0,93;4;2
1819;TCM-Survey;interview;2;1;31;7;1;7;2;2;3;6;7;6;2;1;1;2;2;1;2;2;1;9;8;56;20;17;19;22;151;1;0;7;7;0;0;1,53;29;2
1822;TCM-Survey;interview;2;1;;4;6;1;1;1;2;1;4;4;7;2;7;1;2;1;1;2;1;20;8;33;48;18;22;65;214;1;0;7;7;12;12;1,02;4;2
1823;TCM-Survey;interview;2;2;22;4;6;3;2;1;2;1;4;5;3;1;1;2;2;1;2;2;1;4;6;32;42;16;23;45;168;1;0;7;7;0;0;1,47;31;2
1824;TCM-Survey;interview;5;1;47;7;1;7;1;1;1;5;2;1;8;6;3;1;2;1;2;1;5;17;11;32;90;30;29;64;273;1;0;7;7;0;0;0,82;1;2
1825;TCM-Survey;interview;1;1;62;7;3;5;1;1;1;5;1;1;7;7;5;1;2;1;5;1;5;18;24;49;183;34;35;63;406;1;0;7;7;0;0;0,62;0;2
1826;TCM-Survey;interview;2;2;24;4;6;1;2;1;2;1;4;3;2;1;1;2;2;1;1;2;1;27;9;31;27;14;21;28;157;1;0;7;7;0;0;1,28;17;2
1828;TCM-Survey;interview;5;2;29;4;1;12;2;1;1;3;2;2;5;5;6;2;2;5;5;1;3;34;23;92;84;25;50;75;383;1;0;7;7;0;0;0,54;0;2
1830;TCM-Survey;interview;2;2;40;8;1;11;2;1;2;1;5;2;6;1;1;2;2;1;1;2;1;13;8;32;28;16;19;47;163;1;0;7;7;0;0;1,27;14;2
1832;TCM-Survey;interview;2;2;35;3;1;6;2;1;2;1;5;7;8;1;1;2;2;1;3;2;1;13;6;39;26;17;16;34;151;1;0;7;7;4;4;1,4;21;2
1833;TCM-Survey;interview;2;1;20;4;6;1;2;1;1;3;3;3;6;4;7;1;2;1;1;1;2;17;6;44;53;23;17;32;192;1;0;7;7;0;0;1,16;11;2
1834;TCM-Survey;interview;2;1;30;3;1;6;1;1;2;1;3;1;5;1;1;1;1;5;5;1;2;27;6;23;27;12;15;37;147;1;0;7;7;0;0;1,46;26;2
1835;TCM-Survey;interview;2;1;40;6;4;5;2;1;1;2;2;2;4;2;2;1;1;5;5;1;1;40;12;39;34;18;26;62;231;1;0;7;7;0;0;0,92;4;2
1836;TCM-Survey;interview;2;1;21;4;6;3;1;1;1;3;2;1;6;3;2;1;2;3;3;1;2;6;7;40;66;24;17;37;197;1;0;7;7;0;0;1,33;20;2
1837;TCM-Survey;interview;5;1;35;4;6;1;2;1;2;1;2;2;2;1;1;1;1;5;5;1;1;10;7;20;26;13;19;30;125;1;0;7;7;0;0;1,59;29;2
1838;TCM-Survey;interview;2;1;48;7;1;5;1;1;1;2;3;1;4;2;2;1;2;4;4;2;1;17;9;35;66;15;23;62;227;1;0;7;7;0;0;1;4;2
1840;TCM-Survey;interview;1;1;31;7;1;5;1;1;1;5;1;1;7;5;3;1;1;1;3;1;5;7;6;22;53;15;22;33;158;1;0;7;7;0;0;1,48;25;2
1842;TCM-Survey;interview;1;1;71;4;3;12;1;1;1;1;2;2;8;1;1;2;2;2;2;2;1;67;12;55;69;46;38;71;358;1;0;7;7;0;0;0,6;0;2
1845;TCM-Survey;interview;2;1;39;4;2;4;1;1;2;1;5;5;7;1;1;1;2;1;1;2;1;6;6;28;37;15;26;56;174;1;0;7;7;0;0;1,44;23;2
1846;TCM-Survey;interview;3;1;22;4;6;3;2;1;2;1;3;3;7;1;1;2;2;1;1;2;1;11;4;34;28;11;22;54;164;1;0;7;7;0;0;1,51;27;2
1847;TCM-Survey;interview;2;1;31;6;1;7;2;1;1;3;1;1;4;4;6;1;1;5;5;1;2;11;7;25;25;14;25;31;138;1;0;7;7;0;0;1,46;23;2
1849;TCM-Survey;interview;2;2;22;5;6;5;1;1;2;1;3;3;1;1;1;2;2;1;3;2;1;8;6;29;35;19;18;28;143;1;0;7;7;0;0;1,48;24;2
1850;TCM-Survey;interview;2;1;45;7;1;8;2;1;1;5;2;1;7;4;3;1;1;1;1;1;5;15;9;32;61;14;29;52;212;1;0;7;7;0;0;1,04;5;2
